,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,Pasivos por impuestos corrientes no corriente,Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
769,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301960,CARVAJAL PULPA Y PAPEL S.A.,2018-12-31,C1701 - Fabricación de pulpas (pastas) celulósicas; papel y cartón,01. SOCIEDAD ANÓNIMA,KM 6 CARR ANTIGUA A YUMBO ,VALLE,YUMBO-VALLE,Periodo Anterior,17639335,152920972,92041775,17151193,,,1891906,,281645181,257154,281902335,,521943415,,630536,,,6653269,,,,,32830,,529260050,811162385,12097526,,12097526,155165762,16472610,14823800,,198559698,,198559698,2653077,,2653077,11964351,17814379,,206341672,495000,239268479,437828177,5966303,101397440,,,,,55174299,210433016,372971058,363150,373334208,811162385
770,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890302180,GRUPO IT INDUSTINTAS SAS,2018-12-31,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 9 21 111 SECTOR GUABINAS,VALLE,YUMBO-VALLE,Periodo Actual,57826,3404830,2939929,,,,,,6402585,,6402585,371027,7022594,,2470,,,,,460129,,,,,7856220,14258805,132233,99353,231586,2036335,195901,2167837,,4631659,,4631659,5363,,5363,,1581538,,1157978,40978,2785857,7417516,1454444,,,,,904177,736622,2976655,6071898,769391,6841289,14258805
771,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890302180,GRUPO IT INDUSTINTAS SAS,2018-12-31,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 9 21 111 SECTOR GUABINAS,VALLE,YUMBO-VALLE,Periodo Anterior,529373,3060128,3183246,,,,,,6772747,,6772747,371027,7237923,,94666,,,,,416529,,,,,8120145,14892892,127778,102690,230468,1699367,78129,3018447,,5026411,,5026411,14052,,14052,,1558455,,1336161,40978,2949646,7976057,1454444,,,,,908571,736622,3048932,6148569,768266,6916835,14892892
772,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",891409156,TECNODIESEL SAS,2018-12-31,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 38 15 80,VALLE,YUMBO-VALLE,Periodo Actual,258787,20475882,12737540,1081879,,,,,34554088,,34554088,,8681128,,,129060,,,,,,,538506,,9348694,43902782,563533,,563533,15224094,1387321,3709990,,20884938,,20884938,,,,,289486,,9380043,,9669529,30554467,245748,,,,,2605372,345496,10151699,13348315,,13348315,43902782
773,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",891409156,TECNODIESEL SAS,2018-12-31,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 38 15 80,VALLE,YUMBO-VALLE,Periodo Anterior,197611,18266637,12689887,1649342,,,,,32803477,,32803477,129060,7090592,,,,,,,,,519484,,,7739136,40542613,556907,,556907,12306869,2218845,4007672,,19090293,,19090293,,,,,,,10331141,,10331141,29421434,245748,,,,,,345496,10529935,11121179,,11121179,40542613
774,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",891501133,INGENIO LA CABAÑA S.A,2018-12-31,C1071 - Elaboración y refinación de azúcar,01. SOCIEDAD ANÓNIMA,CL 23 NORTE 4N 50  PISO 9,CAUCA,GUACHENE-CAUCA,Periodo Actual,18235205,117042153,10233288,8171762,45521163,32712564,4550707,,236466842,,236466842,4056936,762661189,,,32010594,17153312,36650424,,46496452,,,,,899028907,1135495749,4535497,10000,4545497,66663505,225296,109733656,7429996,188597950,,188597950,,,,7061350,103393656,,273642589,,384097595,572695545,21202426,17094469,,,,303457485,146583808,61017941,549356129,13444075,562800204,1135495749
775,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",891501133,INGENIO LA CABAÑA S.A,2018-12-31,C1071 - Elaboración y refinación de azúcar,01. SOCIEDAD ANÓNIMA,CL 23 NORTE 4N 50  PISO 9,CAUCA,GUACHENE-CAUCA,Periodo Anterior,18488900,111501077,11363842,13936499,57486340,28989624,5192148,,246958430,,246958430,3934004,753672965,,,25820839,15407983,36414632,,50929261,,,,,886179684,1133138114,4189025,10000,4199025,68531434,1697067,69563995,5111837,149103358,,149103358,,,,7616042,102199508,,321728996,,431544546,580647904,21202426,17094469,,,,303457485,131650445,66074408,539479233,13010977,552490210,1133138114
776,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",891800111,DIACO S.A.,2018-12-31,C2410 - Industrias básicas de hierro y de acero,01. SOCIEDAD ANÓNIMA,Calle 87 No 19A-27 Piso 4,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,100549984,92712294,239984953,70757683,,,5518508,,509523422,124286,509647708,,362707932,,2662622,,,,,75042022,4001000,,111033,,444524609,954172317,14952000,,14952000,196894963,56096130,160840186,16643319,445426598,,445426598,10719997,1235561,11955558,,,,58437282,,70392840,515819438,720368593,84461006,,,,,159507202,-525983922,438352879,,438352879,954172317
777,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",891800111,DIACO S.A.,2018-12-31,C2410 - Industrias básicas de hierro y de acero,01. SOCIEDAD ANÓNIMA,Calle 87 No 19A-27 Piso 4,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,77402811,72689655,178534342,62150178,,,6365593,,397142579,124286,397266865,,379060645,,,,,,,73227787,5265000,,111033,,457664465,854931330,12237553,,12237553,91878028,46927869,125150916,11975281,288169647,,288169647,10203100,1224807,11427907,,,,152138140,,163566047,451735694,720368593,84461006,,,,,156995233,-558629196,403195636,,403195636,854931330
778,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",891855089,GYJ RAMIREZ S.A.,2018-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,CL 94 A 11 A 27 OFIC 501,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,21306117,121751446,250686326,11211163,,9214726,90354,,414260132,,414260132,37491647,285049449,,2276105,23951658,,32880595,,2884385,,2163224,,,386697063,800957195,2750517,,2750517,183690912,637947,229031531,15390571,431501478,,431501478,,,,,33097100,,61257217,,94354317,525855795,24000,,,,,35341684,12000,93411118,128788802,146312598,275101400,800957195
779,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",891855089,GYJ RAMIREZ S.A.,2018-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,CL 94 A 11 A 27 OFIC 501,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,7781479,157279572,179491695,18032918,,15580374,13215,,378179253,,378179253,35735224,285285195,,3160543,25164701,,31429537,,2290791,,2184373,,,385250364,763429617,2489180,,2489180,142091977,51099,236782411,12670177,394084844,,394084844,,,,,30195708,,67673719,,97869427,491954271,24000,,,,,34635041,12000,91787398,126458439,145016907,271475346,763429617
780,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900010692,MANUCHAR COLOMBIA CIA SAS,2018-12-31,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 3.3 VIA SIBERIA FUNZA PI SANTA LUCIA BD 9A,CUNDINAMARCA,FUNZA-CUNDINAMARCA,Periodo Actual,1661913,38007036,36240961,6146701,,,465814,,82522425,,82522425,,34807877,,,,,,,2547098,,1037737,,,38392712,120915137,515232,747140,1262372,10714281,2600179,8274050,65911674,88762556,,88762556,,,,,4208609,,13067301,,17275910,106038466,2000000,,,,693226,3227976,58100,8897369,14876671,,14876671,120915137
781,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900010692,MANUCHAR COLOMBIA CIA SAS,2018-12-31,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 3.3 VIA SIBERIA FUNZA PI SANTA LUCIA BD 9A,CUNDINAMARCA,FUNZA-CUNDINAMARCA,Periodo Anterior,1044724,20620224,16538958,4127191,,,445879,,42776976,,42776976,,34327220,,,,,,,583893,,1310417,,,36221530,78998506,481236,603769,1085005,6084832,2485180,3728904,38406455,51790376,,51790376,,,,,4899104,,12535742,,17434846,69225222,2000000,,,,693226,1117382,58100,5904576,9773284,,9773284,78998506
782,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900017459,INVERSIONES FALABELLA DE COLOMBIA S.A.,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,01. SOCIEDAD ANÓNIMA,CALLE 99 #11 A 32 P 2,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,216131112,3092949584,396171949,52450805,,192782945,9177555,,3959663950,,3959663950,,472971673,,77148696,540888424,,,,65829962,4803247,,,,1161642002,5121305952,35069227,34047220,69116447,547966140,50755439,1484907563,46491585,2199237174,,2199237174,2854860,2432465,5287325,,,,1494705066,9402364,1509394755,3708631929,36081593,256669345,,,,,659330124,154128814,1106209876,306464147,1412674023,5121305952
783,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900017459,INVERSIONES FALABELLA DE COLOMBIA S.A.,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,01. SOCIEDAD ANÓNIMA,CALLE 99 #11 A 32 P 2,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,189940369,2148036902,333930898,111263432,,105096744,6183678,,2894452023,,2894452023,,493368615,,75717975,527713662,,,,62594036,4803247,,1164497,,1165362032,4059814055,30024896,1738577,31763473,500274404,68985085,1235197076,41627990,1877848028,,1877848028,2095017,1981013,4076030,,,,784811912,9595463,798483405,2676331433,36081593,256669345,,,,,695872005,126768278,1115391221,268091401,1383482622,4059814055
784,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900023333,AMOV COLOMBIA S.A.,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,01. SOCIEDAD ANÓNIMA,CL 72 No 5- 83 PSO 5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,151552814,4240436641,210402497,,,,36189635,,4638581587,,4638581587,301143476,8068511120,,1211099117,82077,,794589280,,874473132,,,509784159,,11759682361,16398263948,,133825888,133825888,3354954867,339456942,,217198064,4045435761,,4045435761,,308186039,308186039,5195829151,,,,31627119,5535642309,9581078070,23335004,809967569,,,6875129,,3948231347,-88825023,4699584026,2117601852,6817185878,16398263948
785,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900023333,AMOV COLOMBIA S.A.,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,01. SOCIEDAD ANÓNIMA,CL 72 No 5- 83 PSO 5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,174272498,2546675624,219353962,,,,59828513,,3000130597,,3000130597,,8286931310,,1196636428,82077,,369996003,,1166709032,,,52909768,,11073264618,14073395215,,162260429,162260429,2694299493,350169159,,219122843,3425851924,,3425851924,,294254340,294254340,4752235725,,,,29333670,5075823735,8501675659,23335004,809967569,,,,,3948231347,-918974535,3862559385,1709160171,5571719556,14073395215
786,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900023386,OD COLOMBIA SAS,2018-12-31,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CIUDAD DE CALI 51 66 OF 201,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,6231112,30746121,19975714,3466582,,197589,,,60617118,,60617118,,21890371,,1826436,,,,,,,,,,23716807,84333925,1631152,33942,1665094,20936917,708791,,,23310802,,23310802,,,,,223094,,,305286,528380,23839182,110816053,31489417,,,,,,-81810727,60494743,,60494743,84333925
787,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900023386,OD COLOMBIA SAS,2018-12-31,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CIUDAD DE CALI 51 66 OF 201,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,6738213,29193112,23948992,2690005,,99940,,,62670262,,62670262,,23255946,,1877593,,,,,,,,,,25133539,87803801,1605632,31138,1636770,22766858,1206229,,,25609857,,25609857,,,,,143064,,,326423,469487,26079344,110816053,31489417,,,,,,-80581013,61724457,,61724457,87803801
788,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900031088,COMERCIALIZADORA INTERNACIONAL BANANEROS UNIDOS DE SANTA MARTA S.A.S,2018-12-31,G4631 - Comercio al por mayor de productos alimenticios,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRETERA TRONCAL DEL CARIBE KM 5 VIA A GAIRA,MAGDALENA,SANTA-MARTA-MAGDALENA,Periodo Actual,1593350,19706095,11275642,6143008,,,79356,,38797451,,38797451,,101966262,,2579361,,35421132,504370,,664618,,,,,141135743,179933194,4050220,,4050220,29717179,1398135,25704541,476036,61346111,,61346111,,,,,10756054,,62118190,,72874244,134220355,3453823,13173766,,,8912159,22060233,358914,-2246056,45712839,,45712839,179933194
789,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900031088,COMERCIALIZADORA INTERNACIONAL BANANEROS UNIDOS DE SANTA MARTA S.A.S,2018-12-31,G4631 - Comercio al por mayor de productos alimenticios,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRETERA TRONCAL DEL CARIBE KM 5 VIA A GAIRA,MAGDALENA,SANTA-MARTA-MAGDALENA,Periodo Anterior,4592032,21863173,15236234,7461422,,,167529,,49320390,,49320390,,95360767,,1517849,,43061237,2042335,,,,,,,141982188,191302578,3570038,,3570038,30141810,675225,18203227,2342914,54933214,,54933214,,,,,12869357,,82140136,,95009493,149942707,3394654,12641245,,,9247192,20473292,358914,-4755426,41359871,,41359871,191302578
790,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900038933,DIGITEX INTERNACIONAL SAS,2018-12-31,N8220 - Actividades de centros de llamadas (Call center),08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 108 # 45 30 EDIFICIO PARALELO 108 TORRE 3 PISO 18,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,6861116,60837270,46526,4018877,,,378763,,72142552,,72142552,7127024,20271616,,,,,,,,,,251534,,27650174,99792726,,,,72934173,3059828,2788257,,78782258,,78782258,,,,1789380,617378,,,,2406758,81189016,10875000,3119884,,,,,5237569,-628743,18603710,,18603710,99792726
791,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900038933,DIGITEX INTERNACIONAL SAS,2018-12-31,N8220 - Actividades de centros de llamadas (Call center),08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 108 # 45 30 EDIFICIO PARALELO 108 TORRE 3 PISO 18,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,10273862,52771036,139520,3845083,,,381664,,67411165,,67411165,7127024,22104864,,,,,,,,,,361486,,29593374,97004539,,,,70902037,2006088,2986328,,75894453,,75894453,,,,,2330160,,,,2330160,78224613,10875000,3119884,,,,,5237569,-452527,18779926,,18779926,97004539
792,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900039998,MINERALES ANDINOS DE OCCIDENTE S.A,2018-12-31,B0722 - Extracción de oro y otros metales preciosos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CLL 4 SUR 43 A-195 OF 230 B,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,3972387,1388863,2768950,6364779,,,,,14494979,,14494979,,33788393,,,148223,,13655998,10545231,,86952,,,271442565,329667362,344162341,3345825,,3345825,17729708,37135,,7562,21120230,,21120230,298302,3671659,3969961,91754041,2604,,,344793,96071399,117191629,67289171,,,,7715407,231804782,,-79838648,226970712,,226970712,344162341
793,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900039998,MINERALES ANDINOS DE OCCIDENTE S.A,2018-12-31,B0722 - Extracción de oro y otros metales preciosos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CLL 4 SUR 43 A-195 OF 230 B,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,4550440,3227653,2476498,4144013,,,,,14398604,,14398604,,22966431,,,,,18903646,10652888,,566692,,,289428969,342518626,356917230,3105063,,3105063,20637150,29075,,2417,23773705,,23773705,321906,3556721,3878627,102737797,181310,,,344793,107142527,130916232,67289171,,,,,231804782,,-73092955,226000998,,226000998,356917230
794,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900043170,TINTATEX S.A,2018-12-31,C1313 - Acabado de productos textiles,01. SOCIEDAD ANÓNIMA,AUTOPISTA MEDELLIN BOGOTA  KM 41,ANTIOQUIA,MARINILLA-ANTIOQUIA,Periodo Actual,196992,13564513,26746643,4504054,,401462,,,45413664,,45413664,,27893913,,19120,379437,,,,880745,,,,,29173215,74586879,,,,19444365,2215399,12611050,5381465,39652279,,39652279,,,,,1977373,,4073561,,6050934,45703213,250000,16005424,,,,,442777,12185465,28883666,,28883666,74586879
795,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900043170,TINTATEX S.A,2018-12-31,C1313 - Acabado de productos textiles,01. SOCIEDAD ANÓNIMA,AUTOPISTA MEDELLIN BOGOTA  KM 41,ANTIOQUIA,MARINILLA-ANTIOQUIA,Periodo Anterior,610667,11587445,9930431,3749949,,104,,,25878596,,25878596,,24115022,,54967,377422,,,,557933,,,,,25105344,50983940,,,,7529585,2285526,3783080,599590,14197781,,14197781,,,,,1738079,,2182758,,3920837,18118618,250000,16005424,,,,,173870,16436028,32865322,,32865322,50983940
796,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900044844,PROLUB COMBUSTIBLES Y LUBRICANTES S.A.,2018-12-31,C1921 - Fabricación de productos de la refinación del petróleo,01. SOCIEDAD ANÓNIMA,LO 1 ET 1 DEL PARQUE LOGISTICO NAL DEL TOLIMA CORRE-BUENOS AIRES,TOLIMA,IBAGUE-TOLIMA,Periodo Actual,520500,4767707,4390037,1656203,,,110382,,11444829,7296484,18741313,,16579119,,29516,,,38105,,2818079,,,,,19464819,38206132,225598,,225598,2120471,2142090,5669293,10720015,20877467,,20877467,,,,,1079270,,20460341,,21539611,42417078,15326668,37479523,,,,7669205,570551,-65256893,-4210946,,-4210946,38206132
797,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900044844,PROLUB COMBUSTIBLES Y LUBRICANTES S.A.,2018-12-31,C1921 - Fabricación de productos de la refinación del petróleo,01. SOCIEDAD ANÓNIMA,LO 1 ET 1 DEL PARQUE LOGISTICO NAL DEL TOLIMA CORRE-BUENOS AIRES,TOLIMA,IBAGUE-TOLIMA,Periodo Anterior,1771307,5936817,5573756,2355015,,,90326,,15727221,7578870,23306091,,17564313,,49363,,,167591,,2623732,,,,,20404999,43711090,350508,157682,508190,7696477,3430031,6540871,33816,18209385,,18209385,,,,,874416,,24446845,,25321261,43530646,15326668,37479523,,,,7663061,570551,-60859359,180444,,180444,43711090
798,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900061482,ARKUS SAS,2018-12-31,M7010 - Actividades de administración empresarial,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cra 14 93 40 Of 501,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,13294980,5687747,,1609421,,322365,,,20914513,2284000,23198513,14550574,676281,,,,,,,,,15029754,41205011,,71461620,94660133,238354,,238354,5124777,791851,,13575058,19730040,,19730040,,,,,2131894,,,2552083,4683977,24414017,2602400,,,,28296278,1407776,24507641,13432021,70246116,,70246116,94660133
799,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900061482,ARKUS SAS,2018-12-31,M7010 - Actividades de administración empresarial,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cra 14 93 40 Of 501,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,22129150,4547097,,1785222,,905394,6537,,29373400,4365000,33738400,11844461,705809,,,,,389,,26803,,0,32641275,,45218737,78957137,241955,,241955,291530,596136,43838,424074,1597533,,1597533,,,,,2209144,,3802083,303338,6314565,7912098,2602400,,,,28703420,,24507639,15231580,71045039,,71045039,78957137
800,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900061554,GESTORA ADMINEGOCIOS Y CIA S EN C,2018-12-31,M7010 - Actividades de administración empresarial,04. SOCIEDAD EN COMANDITA,CR 13 26A 47 P26,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,850947989,1246664028,,13664366,,9319852693,,,11431129076,,11431129076,17699380,32071689,,,5122427977,,,,4837553,,1610598995,34940088,,6822575682,18253704758,,,,95238674,51252845,463021763,149755877,759269159,,759269159,,2280144,2280144,47700324,1702719,,11997518982,1627542,12050829711,12810098870,500000,,,,43216868,,2725562699,877411410,3646690977,1796914911,5443605888,18253704758
801,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900061554,GESTORA ADMINEGOCIOS Y CIA S EN C,2018-12-31,M7010 - Actividades de administración empresarial,04. SOCIEDAD EN COMANDITA,CR 13 26A 47 P26,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1025724284,1424663872,,24843173,,7467345231,,,9942576560,,9942576560,17973784,28705006,,,8089376031,,,,7094769,,1267672925,23888149,,9434710664,19377287224,,,,94698354,31263930,181900582,152979328,460842194,,460842194,,1562621,1562621,,1345473,,8089820867,1627481,8094356442,8555198636,500000,,,,133299656,,7445982413,302184324,7881966393,2940122195,10822088588,19377287224
802,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900063262,SOCIEDAD MINERA DE SANTANDER S.A.S.,2018-12-31,B0722 - Extracción de oro y otros metales preciosos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,TRANSVERSAL ORIENTAL # 90-102 PISO 11 CENTRO EMPRESARIAL CACIQUE,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Actual,21866995,3784240,0,107381,0,0,0,0,25758616,0,25758616,0,103960032,0,870502763,0,0,0,0,0,58691665,0,0,0,1033154460,1058913076,0,6319790,6319790,25244344,7897955,144292,1876935,41483316,0,41483316,0,16878135,16878135,23219702,39415867,0,0,0,79513704,120997020,339708779,874153125,0,,44299935,0,316618239,-636864022,937916056,0,937916056,1058913076
