,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
939,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900306166,INVERSIONES Y ASESORIAS YERBABUENA S.A.S.,2020-12-31,"K6431 - Fideicomisos, fondos y entidades financieras similares",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 32 F 81-47,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,479458,1434721,,,2972957,11790928,8874,,16686938,,16686938,,22380308,,,,,,,,,1887051,,,24267359,40954297,,,,64218,443561,,1200109,1707888,,1707888,,,,,2147550,,,,2147550,3855438,566000,3839808,,,,22004801,,3825648,30236257,6862602,37098859,40954297
940,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900308342,TCC INVERSIONES S.A,2020-12-31,M7010 - Actividades de administración empresarial,01. SOCIEDAD ANÓNIMA,cra 43a 1a sur 29 piso 6,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,45529688,68359828,818287,,,,7858421,,122566224,,122566224,46365399,229906402,,21600047,2163857,,4152913,,,,,,,304188618,426754842,3869763,1616617,5486380,46367970,7908303,13199759,5220862,78183274,,78183274,19395,3126411,3145806,,22065575,,73551213,,98762594,176945868,5140913,,,,,,2570457,229412819,237124189,12684785,249808974,426754842
941,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900308342,TCC INVERSIONES S.A,2020-12-31,M7010 - Actividades de administración empresarial,01. SOCIEDAD ANÓNIMA,cra 43a 1a sur 29 piso 6,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,11707689,74288581,604969,,,,8954470,,95555709,,95555709,45662925,234309515,,21383641,1749305,,6307665,,,,,,,309413051,404968760,4043952,591197,4635149,38236195,7278469,6866717,3278766,60295296,,60295296,17762,3390296,3408058,,15965112,,76390932,,95764102,156059398,5140913,,,,,,2570457,228591369,236302739,12606623,248909362,404968760
942,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900313945,PORCICULTORES APA SAS,2020-12-31,C1090 - Elaboración de alimentos preparados para animales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,VEREDA CABILDO 600 METROS DESPUES DE ENKA DE COLOMBIA,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,Periodo Actual,4098199,1684248,23183838,2695866,,676923,,,32339074,,32339074,,42248557,,,,,,,,,383900,,,42632457,74971531,364129,,364129,17224500,798680,7026461,2086687,27500457,,27500457,,,,1996000,,1862570,11197172,,15055742,42556199,15126814,,,,,15513696,622697,1120724,32383931,31401,32415332,74971531
943,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900313945,PORCICULTORES APA SAS,2020-12-31,C1090 - Elaboración de alimentos preparados para animales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,VEREDA CABILDO 600 METROS DESPUES DE ENKA DE COLOMBIA,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,Periodo Anterior,2825843,496111,12610959,2031019,,788282,,,18752214,,18752214,,37583752,,,,,,,,,83900,,,37667652,56419866,249855,,249855,4011751,620957,6845224,1820354,13548141,,13548141,,,,5518370,,1208785,8393300,,15120455,28668596,13439946,,,,,13608497,578748,92974,27720165,31105,27751270,56419866
944,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900319372,REDCARNICA S.A.S.,2020-12-31,C1011 - Procesamiento y conservación de carne y productos cárnicos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KILOMETRO 1 VEREDA EL PALMITO,CORDOBA,CIENAGA-DE-ORO-CORDOBA,Periodo Actual,69649946,106604258,21149654,6746712,,,9461377,,213611947,,213611947,406944,138929089,,14757,,,,,3594194,,1110647,,,144055631,357667578,1170751,,1170751,152259182,4325957,5493,901175,158662558,,158662558,,,,15983670,10197109,,,,26180779,184843337,40196139,150918270,,,,7490147,62788,-25843103,172824241,,172824241,357667578
945,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900319372,REDCARNICA S.A.S.,2020-12-31,C1011 - Procesamiento y conservación de carne y productos cárnicos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KILOMETRO 1 VEREDA EL PALMITO,CORDOBA,CIENAGA-DE-ORO-CORDOBA,Periodo Anterior,21697989,55382115,19495276,7124805,,,10240502,,113940687,,113940687,406944,84051442,,3383,,,,,9011285,,959249,,,94432303,208372990,1179045,,1179045,36186880,1604058,8655,975002,39953640,,39953640,,,,,9272699,,,406288,9678987,49632627,40196139,150918270,,,,7490147,62788,-39926981,158740363,,158740363,208372990
946,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900323853,TELEPERFORMANCE COLOMBIA S.A.S.,2020-12-31,N8220 - Actividades de centros de llamadas (Call center),08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CL 26 92 32 ED A P 4,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,74980945,484083900,,11161279,,,9476186,,579702310,,579702310,,186051927,,286555283,,,,,,,,,,472607210,1052309520,78650077,,78650077,125860845,64966529,,41629085,311106536,,311106536,,,,,25314875,,462610,185594179,211371664,522478200,110031030,93579270,,,,,521407,312748838,516880545,12950775,529831320,1052309520
947,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900323853,TELEPERFORMANCE COLOMBIA S.A.S.,2020-12-31,N8220 - Actividades de centros de llamadas (Call center),08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CL 26 92 32 ED A P 4,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,12859636,270068028,,10964223,,,1704460,,295596347,,295596347,,150043979,,279634710,,,,,,,,,,429678689,725275036,43465632,,43465632,102452616,7862374,,39420855,193201477,,193201477,,,,,21971132,,510684,119845604,142327420,335528897,110031030,93579270,,,,,521407,174763694,378895401,10850738,389746139,725275036
948,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900329769,PRACEGAR ALZATE Y CIA S.C.A.,2020-12-31,C2750 - Fabricación de aparatos de uso doméstico,06. COLECTIVA,CL 32D 63 A 144,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,29327400,262398765,141968108,3579492,,31494,3173582,,440478841,,440478841,35242405,551870973,,6725283,23503307,,5730667,,,,,,,623072635,1063551476,8095998,13708967,21804965,261979847,990213,71995618,21657979,378428622,,378428622,7084722,,7084722,983648,43577590,,163127748,,214773708,593202330,4225476,3308136,,,,59278336,31116993,114136239,212065180,258283966,470349146,1063551476
949,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900329769,PRACEGAR ALZATE Y CIA S.C.A.,2020-12-31,C2750 - Fabricación de aparatos de uso doméstico,06. COLECTIVA,CL 32D 63 A 144,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,9485410,185745975,145059588,7566919,,94869,3609620,,351562381,,351562381,27295656,533048918,0,8784239,28644043,,3514758,,,,,,,601287614,952849995,8315268,12550629,20865897,185770587,645299,65347451,25120319,297749553,,297749553,6287396,,6287396,0,40232683,,209386825,,255906904,553656457,4225476,3308136,,,,54130897,31182890,103956375,196803774,202389764,399193538,952849995
950,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900330636,INVERGROUP AG & CIA SAS,2020-12-31,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 66 No 1N - 20,VALLE,CALI-VALLE,Periodo Actual,12423346,15250395,49899314,1424672,0,3491713,0,6573570,89063010,0,89063010,650990,172131283,0,8957,0,0,1087889,0,59604502,0,0,9286897,0,242770518,331833528,2589458,2107565,4697023,110273328,7332146,7579625,13264401,143146523,0,143146523,0,0,0,0,61121590,0,0,41097208,102218798,245365321,2000000,11188581,0,0,16184446,12310746,600000,44184434,86468207,0,86468207,331833528
951,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900330636,INVERGROUP AG & CIA SAS,2020-12-31,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 66 No 1N - 20,VALLE,CALI-VALLE,Periodo Anterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900333530,CI COLOMBIAN NATURAL RESOURCES I SAS,2020-12-31,B0510 - Extracción de hulla (carbón de piedra),08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 77B # 59 -61 OFIC 1204,ATLANTICO,BARRANQUILLA-ATLANTICO,Periodo Actual,24749825,3949451,11247015,26666772,0,393510,3017014,0,70023587,0,70023587,0,46073673,0,84785,67112296,0,0,0,41114433,0,610639,,0,154995826,225019413,2127049,68809451,70936500,118541867,25618,0,,189503985,,189503985,,168048573,168048573,0,43406591,6427917,,,217883081,407387066,3936852,753076542,,,,,-172086287,-593027588,-8100481,-174267172,-182367653,225019413
953,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900333530,CI COLOMBIAN NATURAL RESOURCES I SAS,2020-12-31,B0510 - Extracción de hulla (carbón de piedra),08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 77B # 59 -61 OFIC 1204,ATLANTICO,BARRANQUILLA-ATLANTICO,Periodo Anterior,17874227,35339817,69903013,65636828,0,4376416,2999560,0,196129861,0,196129861,0,47913472,0,128425,59446702,0,0,0,34365741,0,177346,,0,142031686,338161547,2145220,84963072,87108292,132401141,226146,763210,0,220498789,0,220498789,0,122966839,122966839,295412235,37386599,0,0,0,455765673,676264462,2107946,403227003,0,,,,-173062755,-461852121,-229579927,-108522988,-338102915,338161547
954,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900337718,SUDAMEL S.A.S.,2020-12-31,C1051 - Elaboración de productos de molinería,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 33 N° 45 74 APTO 802,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Actual,7885467,4120552,13446266,961741,0,0,242555,0,26656581,0,26656581,579150,31255862,0,185817,0,0,0,0,86910,0,411146,0,0,32518885,59175466,519940,686673,1206613,5548615,1464,2769332,930735,10456759,0,10456759,105297,0,105297,0,4680051,0,3194945,0,7980293,18437052,100000,0,0,0,29058776,99633,997654,7542299,37798362,2940052,40738414,59175466
955,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900337718,SUDAMEL S.A.S.,2020-12-31,C1051 - Elaboración de productos de molinería,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 33 N° 45 74 APTO 802,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Anterior,7424604,5008889,10666363,914829,0,0,213550,0,24228235,0,24228235,579150,30189997,0,65902,0,0,0,0,91086,0,421592,0,0,31347727,55575962,523659,1416019,1939678,4895165,535,3564639,897817,11297834,0,11297834,104051,0,104051,0,4823418,0,3119545,0,8047014,19344848,100000,0,0,0,24621290,99633,1007317,7800935,33629175,2601939,36231114,55575962
956,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900342297,COMERCIALIZADORA ARTURO CALLE S.A.S,2020-12-31,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AK 72 152 B 62,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,97137577,12488644,146386936,20734182,,,1003221,,277750560,,277750560,,141100212,,8222305,,,696359,,5656936,,,503526,,156179338,433929898,,,,44792526,24757855,52268639,,121819020,,121819020,,,,78135741,12488969,,11889789,16482901,118997400,240816420,20000000,,,,,,9805597,132778086,162583683,30529795,193113478,433929898
957,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900342297,COMERCIALIZADORA ARTURO CALLE S.A.S,2020-12-31,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AK 72 152 B 62,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,103936408,11552371,170555862,12985326,,2548,511539,,299544054,,299544054,,141807234,,10025332,,,688899,,6152412,,,535814,,159209691,458753745,,,,46734650,36256528,42097760,,125088938,,125088938,,,,90209228,11922726,,11443772,13823322,127399048,252487986,20000000,,,,,,10227932,139116996,169344928,36920831,206265759,458753745
958,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900345813,GAS NATURAL SERVICIOS INTEGRALES SAS,2020-12-31,M7020 - Actividades de consultaría de gestión,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cl 71A N° 5 - 30,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,6620566,1842105,0,8996273,0,,,,17458944,,17458944,,397232,,1512265,,,,,126233,,,544209,,2579939,20038883,,,,8120833,127454,29824,,8278111,,8278111,,,,,,,,,,8278111,25394346,,,,,,1099570,-14733144,11760772,,11760772,20038883
959,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900345813,GAS NATURAL SERVICIOS INTEGRALES SAS,2020-12-31,M7020 - Actividades de consultaría de gestión,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cl 71A N° 5 - 30,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,3175934,8638749,0,8638265,0,,,,20452948,,20452948,,835239,,954047,,,650415,,108536,,,5595684,,8143921,28596869,,,,11299389,258545,127222,,11685156,,11685156,,,,,,,33498,,33498,11718654,19903684,,,,,,1099570,-4125039,16878215,,16878215,28596869
960,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900354036,AXIONLOG SAS,2020-12-31,H5210 - Almacenamiento y depósito,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AUT MEDELLIN KM 6 COSTADO SUR PARQUE EMPRESARIAL SIBERIA ETA 4,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Actual,6748650,14756580,6001861,3074437,,,,,30581528,,30581528,,42645287,,364256,,,26500132,,205281,,,4471557,,74186513,104768041,1161549,,1161549,25872153,818207,6662163,316101,34830173,,34830173,,,,,1321080,,27868967,5455699,34645746,69475919,40014,23584046,,,,12732971,20007,-1084916,35292122,,35292122,104768041
961,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900354036,AXIONLOG SAS,2020-12-31,H5210 - Almacenamiento y depósito,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AUT MEDELLIN KM 6 COSTADO SUR PARQUE EMPRESARIAL SIBERIA ETA 4,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Anterior,3883990,9811965,6056052,2690531,,311124,,,22753662,,22753662,,34463612,,371058,,,28253058,,46197,,,,,63133925,85887587,962614,,962614,19531059,1005273,2846581,,24345527,,24345527,,,,,2309017,,21665827,490843,24465687,48811214,40014,23584046,,,,11546121,20007,1886185,37076373,,37076373,85887587
962,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900354637,HIDALGO E HIDALGO COLOMBIA SAS,2020-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV EL DORADO 69 B 45 ED CORPORATE CENTER OF 605,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,80510049,55815348,7631656,9436138,,,,,153393191,,153393191,,85533992,,28154992,587501,,29828474,,18223124,,1617670,,,163945753,317338944,3217191,,3217191,39419421,1879859,49316214,45435314,139267999,,139267999,,,,54760523,3954919,,64060086,0,122775528,262043527,13834530,,,23338296,18929199,0,4268773,-5075381,55295417,,55295417,317338944
963,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900354637,HIDALGO E HIDALGO COLOMBIA SAS,2020-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV EL DORADO 69 B 45 ED CORPORATE CENTER OF 605,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,108644384,45307786,5068159,7654615,,,,,166674944,,166674944,,93226454,,34215149,571545,,24920948,,19418333,,2583717,,,174936146,341611090,1990137,,1990137,27353778,994562,46023363,50616446,126978286,,126978286,,,,46553581,5017699,,83280032,32438466,167289778,294268064,13834530,,,21727074,18929199,0,3676380,-10824157,47343026,,47343026,341611090
964,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900377163,ATC SITIOS DE COLOMBIA SAS,2020-12-31,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 7 No. 99-53 OF 402 Torre 2,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,71947149,82363626,,21621520,,,,,175932295,,175932295,,850072575,18105570,722420941,,,,,805875,,,,,1591404961,1767337256,,4302573,4302573,65072974,12563956,113520000,15432,195474935,,195474935,,120764416,120764416,,,,1112042364,,1232806780,1428281715,53596303,756855496,,,5655750,,1598535,-478650543,339055541,,339055541,1767337256
965,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900377163,ATC SITIOS DE COLOMBIA SAS,2020-12-31,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 7 No. 99-53 OF 402 Torre 2,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,64321972,48728141,,16024288,,,,,129074401,,129074401,,852940763,18105570,751521959,,,,,783832,,,,,1623352124,1752426525,,4340611,4340611,49313905,12633682,170264573,8304,236561075,,236561075,,118365058,118365058,,,,1044258043,,1162623101,1399184176,53423910,739788527,,,0,,1415970,-441386058,353242349,,353242349,1752426525
966,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900377636,INMEVI SAS,2020-12-31,K6494 - Otras actividades de distribución de fondos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 4 1N 10 OF 1102,VALLE,CALI-VALLE,Periodo Actual,175345,2113621,84777,119271,2386068,,,,4879082,,4879082,1153649,2927193,,,14088665,,,,116719,,,857907,,19144133,24023215,,,,208280,39681,851495,232832,1332288,,1332288,,,,,812927,,1177083,,1990010,3322298,46858,,,,,9591585,171128,10891346,20700917,,20700917,24023215
967,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900377636,INMEVI SAS,2020-12-31,K6494 - Otras actividades de distribución de fondos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 4 1N 10 OF 1102,VALLE,CALI-VALLE,Periodo Anterior,139326,1312050,41715,104224,1997338,,,,3594653,,3594653,1191525,3015744,,,15398247,,,,172730,,,1052301,,20830547,24425200,,,,138479,22331,1280239,210898,1651947,,1651947,,,,,845370,,1085667,,1931037,3582984,46858,,,,,9591585,154525,11049248,20842216,,20842216,24425200
968,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900386417,IDEMIA COLOMBIA S A S,2020-12-31,C1811 - Actividades de impresión,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 15 No. 32-234 ACOPI,VALLE,YUMBO-VALLE,Periodo Actual,21731330,64717864,30311868,27339890,,36665,,,144137617,,144137617,,52334258,8559008,1433818,,,17502092,,1110907,,,,,80940083,225077700,4696958,7415376,12112334,79477126,13526133,2430042,3577662,111123297,,111123297,24285,,24285,,,,9366742,,9391027,120514324,1062924,,,,47784213,,3809679,52696159,105352975,-789599,104563376,225077700
969,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900386417,IDEMIA COLOMBIA S A S,2020-12-31,C1811 - Actividades de impresión,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 15 No. 32-234 ACOPI,VALLE,YUMBO-VALLE,Periodo Anterior,16047228,82974659,27133355,10689094,,357696,,,137202032,,137202032,,42330005,9861690,881196,,,17168089,,,,,,,70240980,207443012,4600374,11536206,16136580,47328335,20449828,2924158,1224256,88063157,,88063157,712833,,712833,,724098,,10857373,,12294304,100357461,1062924,,,,47784213,,3875456,54635578,107358171,-272620,107085551,207443012
970,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900386657,GRUPO MAGNETRON SAS,2020-12-31,"C2711 - Fabricación de motores, generadores y transformadores eléctricos",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 9 VIA PEREIRA CARTAGO,RISARALDA,PEREIRA-RISARALDA,Periodo Actual,1198201,23282305,34748135,7564904,,2483000,5702872,,74979417,,74979417,,77644136,,2707027,,,388658,,1592804,3225015,,4418000,,89975640,164955057,1312212,,1312212,21646661,2041887,20227427,4455085,49683272,,49683272,,,,,3387234,,25651269,3887000,32925503,82608775,36440000,,,,21144298,,4906260,-426521,62064037,20282245,82346282,164955057
971,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900386657,GRUPO MAGNETRON SAS,2020-12-31,"C2711 - Fabricación de motores, generadores y transformadores eléctricos",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 9 VIA PEREIRA CARTAGO,RISARALDA,PEREIRA-RISARALDA,Periodo Anterior,2566855,25376082,36867247,9282756,,,,3924294,78017234,,78017234,,76103089,,3461361,,,555599,,1237528,3214419,,3925976,,88497972,166515206,1494064,,1494064,25724235,2894585,20865668,8179226,59157778,,59157778,,,,,3222143,,22510230,3859401,29591774,88749552,36440000,,,,17729000,,4832631,-1211977,57789654,19976000,77765654,166515206
972,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900401714,OPEN SYSTEMS COLOMBIA SAS,2020-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 103 NO 16 -  20,VALLE,CALI-VALLE,Periodo Actual,9938904,13505838,,1573559,,15439,387135,,25420875,,25420875,,5634402,,7258963,,,,,985461,,,,,13878826,39299701,5878774,,5878774,2118931,2869937,1492538,5566158,17926338,,17926338,,,,,25851,,1666630,,1692481,19618819,4500000,4288961,,,,,3162039,7729463,19680463,419,19680882,39299701
